Sc0000001	maker	gene	2005103	2006912	.	+	.	ID=gasp1.m1b.276;Name=gasp1.m1b.276
Sc0000001	maker	gene	2130901	2131829	.	+	.	ID=gasp1.m1b.280;Name=gasp1.m1b.280
Sc0000001	maker	gene	2164859	2170936	.	+	.	ID=gasp1.m1b.281;Name=gasp1.m1b.281
Sc0000001	maker	gene	2121717	2124570	.	+	.	ID=gasp1.m1b.287;Name=gasp1.m1b.287
Sc0000001	maker	gene	2267588	2268283	.	+	.	ID=gasp1.m1b.290;Name=gasp1.m1b.290
Sc0000001	maker	gene	2397280	2398429	.	+	.	ID=gasp1.m1b.298;Name=gasp1.m1b.298
Sc0000001	maker	gene	2421061	2424304	.	-	.	ID=gasp1.m1b.300;Name=gasp1.m1b.300
Sc0000001	maker	gene	2458453	2464296	.	-	.	ID=gasp1.m1b.302;Name=gasp1.m1b.302
Sc0000001	maker	gene	2548118	2550228	.	+	.	ID=gasp1.m1b.310;Name=gasp1.m1b.310
Sc0000001	maker	gene	2586339	2587793	.	+	.	ID=gasp1.m1b.311;Name=gasp1.m1b.311
Sc0000001	maker	gene	2591355	2592275	.	+	.	ID=gasp1.m1b.314;Name=gasp1.m1b.314
Sc0000001	maker	gene	2772834	2776870	.	-	.	ID=gasp1.m1b.315;Name=gasp1.m1b.315
Sc0000001	maker	gene	2726307	2727469	.	-	.	ID=gasp1.m1b.318;Name=gasp1.m1b.318
Sc0000001	maker	gene	2727944	2729883	.	-	.	ID=gasp1.m1b.322;Name=gasp1.m1b.322
Sc0000002	maker	gene	45721	56903	.	-	.	ID=gasp1.m1b.326;Name=gasp1.m1b.326
Sc0000002	maker	gene	94225	102878	.	-	.	ID=gasp1.m1b.334;Name=gasp1.m1b.334
Sc0000002	maker	gene	74140	84319	.	-	.	ID=gasp1.m1b.335;Name=gasp1.m1b.335
Sc0000002	maker	gene	375979	376771	.	+	.	ID=gasp1.m1b.351;Name=gasp1.m1b.351
Sc0000002	maker	gene	610154	610627	.	-	.	ID=gasp1.m1b.363;Name=gasp1.m1b.363
Sc0000002	maker	gene	1071819	1072889	.	+	.	ID=gasp1.m1b.383;Name=gasp1.m1b.383
Sc0000002	maker	gene	1311025	1313610	.	-	.	ID=gasp1.m1b.409;Name=gasp1.m1b.409
Sc0000002	maker	gene	1521464	1522855	.	+	.	ID=gasp1.m1b.415;Name=gasp1.m1b.415
Sc0000002	maker	gene	1531927	1532775	.	+	.	ID=gasp1.m1b.416;Name=gasp1.m1b.416
Sc0000002	maker	gene	1542725	1543030	.	+	.	ID=gasp1.m1b.417;Name=gasp1.m1b.417
Sc0000002	maker	gene	1574217	1574951	.	+	.	ID=gasp1.m1b.422;Name=gasp1.m1b.422
Sc0000002	maker	gene	1674593	1677796	.	-	.	ID=gasp1.m1b.424;Name=gasp1.m1b.424
Sc0000002	maker	gene	1716937	1721580	.	-	.	ID=gasp1.m1b.427;Name=gasp1.m1b.427
Sc0000002	maker	gene	1721677	1730735	.	-	.	ID=gasp1.m1b.428;Name=gasp1.m1b.428
Sc0000002	maker	gene	2085795	2094228	.	-	.	ID=gasp1.m1b.449;Name=gasp1.m1b.449
Sc0000002	maker	gene	2122191	2122795	.	-	.	ID=gasp1.m1b.450;Name=gasp1.m1b.450
Sc0000002	maker	gene	2188986	2196766	.	-	.	ID=gasp1.m1b.452;Name=gasp1.m1b.452
Sc0000002	maker	gene	2210512	2219702	.	-	.	ID=gasp1.m1b.453;Name=gasp1.m1b.453
Sc0000002	maker	gene	2282818	2284302	.	-	.	ID=gasp1.m1b.454;Name=gasp1.m1b.454
Sc0000002	maker	gene	2415861	2416940	.	+	.	ID=gasp1.m1b.462;Name=gasp1.m1b.462
Sc0000002	maker	gene	2427280	2431840	.	+	.	ID=gasp1.m1b.465;Name=gasp1.m1b.465
Sc0000002	maker	gene	2462880	2464705	.	-	.	ID=gasp1.m1b.466;Name=gasp1.m1b.466
Sc0000002	maker	gene	2425635	2425991	.	-	.	ID=gasp1.m1b.467;Name=gasp1.m1b.467
Sc0000002	maker	gene	2434752	2437976	.	+	.	ID=gasp1.m1b.468;Name=gasp1.m1b.468
Sc0000002	maker	gene	2538914	2543253	.	+	.	ID=gasp1.m1b.472;Name=gasp1.m1b.472
Sc0000002	maker	gene	2677297	2683393	.	-	.	ID=gasp1.m1b.480;Name=gasp1.m1b.480
Sc0000002	maker	gene	2485684	2496005	.	-	.	ID=gasp1.m1b.482;Name=gasp1.m1b.482
Sc0000003	maker	gene	568775	569307	.	-	.	ID=gasp1.m1b.510;Name=gasp1.m1b.510
Sc0000003	maker	gene	589333	589865	.	-	.	ID=gasp1.m1b.513;Name=gasp1.m1b.513
Sc0000003	maker	gene	879589	880506	.	-	.	ID=gasp1.m1b.522;Name=gasp1.m1b.522
Sc0000003	maker	gene	1012938	1014239	.	+	.	ID=gasp1.m1b.529;Name=gasp1.m1b.529
Sc0000003	maker	gene	929142	930329	.	-	.	ID=gasp1.m1b.534;Name=gasp1.m1b.534
Sc0000003	maker	gene	1372663	1378323	.	+	.	ID=gasp1.m1b.545;Name=gasp1.m1b.545
Sc0000003	maker	gene	1293340	1294770	.	+	.	ID=gasp1.m1b.547;Name=gasp1.m1b.547
Sc0000003	maker	gene	1328011	1335053	.	-	.	ID=gasp1.m1b.549;Name=gasp1.m1b.549
Sc0000003	maker	gene	1480878	1483483	.	+	.	ID=gasp1.m1b.552;Name=gasp1.m1b.552
Sc0000003	maker	gene	1830340	1831959	.	-	.	ID=gasp1.m1b.573;Name=gasp1.m1b.573
Sc0000003	maker	gene	2212673	2213644	.	+	.	ID=gasp1.m1b.587;Name=gasp1.m1b.587
Sc0000003	maker	gene	2259697	2260129	.	+	.	ID=gasp1.m1b.590;Name=gasp1.m1b.590
Sc0000003	maker	gene	2541527	2544559	.	+	.	ID=gasp1.m1b.603;Name=gasp1.m1b.603
Sc0000003	maker	gene	2652168	2652758	.	+	.	ID=gasp1.m1b.606;Name=gasp1.m1b.606
Sc0000003	maker	gene	2548500	2562365	.	+	.	ID=gasp1.m1b.607;Name=gasp1.m1b.607
Sc0000003	maker	gene	2616930	2620455	.	-	.	ID=gasp1.m1b.611;Name=gasp1.m1b.611
Sc0000004	maker	gene	29046	30079	.	-	.	ID=gasp1.m1b.615;Name=gasp1.m1b.615
Sc0000004	maker	gene	132276	134367	.	+	.	ID=gasp1.m1b.618;Name=gasp1.m1b.618
Sc0000004	maker	gene	280537	282669	.	-	.	ID=gasp1.m1b.624;Name=gasp1.m1b.624
Sc0000004	maker	gene	461900	464813	.	-	.	ID=gasp1.m1b.641;Name=gasp1.m1b.641
Sc0000004	maker	gene	827398	828444	.	+	.	ID=gasp1.m1b.658;Name=gasp1.m1b.658
Sc0000004	maker	gene	1081842	1083554	.	-	.	ID=gasp1.m1b.671;Name=gasp1.m1b.671
Sc0000004	maker	gene	1104691	1105824	.	+	.	ID=gasp1.m1b.682;Name=gasp1.m1b.682
Sc0000004	maker	gene	1184044	1191779	.	-	.	ID=gasp1.m1b.685;Name=gasp1.m1b.685
Sc0000004	maker	gene	1264847	1267945	.	+	.	ID=gasp1.m1b.688;Name=gasp1.m1b.688
Sc0000004	maker	gene	1410825	1412414	.	+	.	ID=gasp1.m1b.698;Name=gasp1.m1b.698
Sc0000004	maker	gene	2202268	2202750	.	+	.	ID=gasp1.m1b.739;Name=gasp1.m1b.739
Sc0000004	maker	gene	2334782	2335785	.	+	.	ID=gasp1.m1b.745;Name=gasp1.m1b.745
Sc0000004	maker	gene	2474159	2482006	.	-	.	ID=gasp1.m1b.750;Name=gasp1.m1b.750
Sc0000005	maker	gene	15739	21418	.	-	.	ID=gasp1.m1b.753;Name=gasp1.m1b.753
Sc0000005	maker	gene	215653	220907	.	-	.	ID=gasp1.m1b.767;Name=gasp1.m1b.767
Sc0000005	maker	gene	246907	249383	.	-	.	ID=gasp1.m1b.768;Name=gasp1.m1b.768
Sc0000005	maker	gene	377182	378801	.	-	.	ID=gasp1.m1b.772;Name=gasp1.m1b.772
Sc0000005	maker	gene	351065	352681	.	-	.	ID=gasp1.m1b.773;Name=gasp1.m1b.773
Sc0000005	maker	gene	416002	427604	.	+	.	ID=gasp1.m1b.777;Name=gasp1.m1b.777
Sc0000005	maker	gene	402234	403862	.	-	.	ID=gasp1.m1b.781;Name=gasp1.m1b.781
Sc0000005	maker	gene	583068	588400	.	-	.	ID=gasp1.m1b.785;Name=gasp1.m1b.785
Sc0000005	maker	gene	1216497	1218353	.	-	.	ID=gasp1.m1b.819;Name=gasp1.m1b.819
Sc0000005	maker	gene	1228848	1234386	.	-	.	ID=gasp1.m1b.820;Name=gasp1.m1b.820
Sc0000005	maker	gene	1445152	1456226	.	-	.	ID=gasp1.m1b.831;Name=gasp1.m1b.831
Sc0000005	maker	gene	1854610	1857288	.	+	.	ID=gasp1.m1b.846;Name=gasp1.m1b.846
Sc0000005	maker	gene	1845156	1848352	.	-	.	ID=gasp1.m1b.848;Name=gasp1.m1b.848
Sc0000005	maker	gene	2061322	2094018	.	-	.	ID=gasp1.m1b.861;Name=gasp1.m1b.861
Sc0000006	maker	gene	742176	742388	.	-	.	ID=gasp1.m1b.906;Name=gasp1.m1b.906
Sc0000006	maker	gene	760033	761940	.	-	.	ID=gasp1.m1b.907;Name=gasp1.m1b.907
Sc0000006	maker	gene	921368	922045	.	+	.	ID=gasp1.m1b.916;Name=gasp1.m1b.916
Sc0000006	maker	gene	1021248	1022399	.	-	.	ID=gasp1.m1b.918;Name=gasp1.m1b.918
Sc0000006	maker	gene	1103434	1106750	.	-	.	ID=gasp1.m1b.924;Name=gasp1.m1b.924
Sc0000006	maker	gene	1279924	1281281	.	+	.	ID=gasp1.m1b.929;Name=gasp1.m1b.929
Sc0000006	maker	gene	1650265	1650714	.	+	.	ID=gasp1.m1b.951;Name=gasp1.m1b.951
Sc0000006	maker	gene	1641332	1643466	.	-	.	ID=gasp1.m1b.955;Name=gasp1.m1b.955
Sc0000006	maker	gene	1866256	1868730	.	-	.	ID=gasp1.m1b.959;Name=gasp1.m1b.959
Sc0000006	maker	gene	1832983	1839325	.	-	.	ID=gasp1.m1b.962;Name=gasp1.m1b.962
Sc0000006	maker	gene	2067377	2074627	.	+	.	ID=gasp1.m1b.973;Name=gasp1.m1b.973
Sc0000007	maker	gene	38671	39750	.	+	.	ID=gasp1.m1b.986;Name=gasp1.m1b.986
Sc0000007	maker	gene	37095	37532	.	-	.	ID=gasp1.m1b.988;Name=gasp1.m1b.988
Sc0000007	maker	gene	124807	125223	.	+	.	ID=gasp1.m1b.992;Name=gasp1.m1b.992
Sc0000007	maker	gene	291646	293317	.	+	.	ID=gasp1.m1b.1001;Name=gasp1.m1b.1001
Sc0000007	maker	gene	342937	347835	.	-	.	ID=gasp1.m1b.1003;Name=gasp1.m1b.1003
Sc0000007	maker	gene	679017	680608	.	+	.	ID=gasp1.m1b.1010;Name=gasp1.m1b.1010
Sc0000007	maker	gene	893554	897336	.	+	.	ID=gasp1.m1b.1033;Name=gasp1.m1b.1033
Sc0000007	maker	gene	1050040	1050612	.	-	.	ID=gasp1.m1b.1037;Name=gasp1.m1b.1037
Sc0000007	maker	gene	1235298	1236314	.	+	.	ID=gasp1.m1b.1045;Name=gasp1.m1b.1045
Sc0000007	maker	gene	1568325	1573104	.	+	.	ID=gasp1.m1b.1064;Name=gasp1.m1b.1064
Sc0000007	maker	gene	1630215	1633575	.	-	.	ID=gasp1.m1b.1074;Name=gasp1.m1b.1074
Sc0000007	maker	gene	1665259	1674853	.	+	.	ID=gasp1.m1b.1076;Name=gasp1.m1b.1076
Sc0000008	maker	gene	3168	3539	.	+	.	ID=gasp1.m1b.1085;Name=gasp1.m1b.1085
Sc0000008	maker	gene	22524	23308	.	+	.	ID=gasp1.m1b.1087;Name=gasp1.m1b.1087
Sc0000008	maker	gene	42303	44363	.	+	.	ID=gasp1.m1b.1088;Name=gasp1.m1b.1088
Sc0000008	maker	gene	44468	46714	.	+	.	ID=gasp1.m1b.1089;Name=gasp1.m1b.1089
Sc0000008	maker	gene	197693	198056	.	-	.	ID=gasp1.m1b.1095;Name=gasp1.m1b.1095
Sc0000008	maker	gene	180509	182417	.	-	.	ID=gasp1.m1b.1097;Name=gasp1.m1b.1097
Sc0000008	maker	gene	308988	315301	.	-	.	ID=gasp1.m1b.1099;Name=gasp1.m1b.1099
Sc0000008	maker	gene	380057	396684	.	-	.	ID=gasp1.m1b.1104;Name=gasp1.m1b.1104
Sc0000008	maker	gene	404166	404390	.	+	.	ID=gasp1.m1b.1106;Name=gasp1.m1b.1106
Sc0000008	maker	gene	633414	652384	.	-	.	ID=gasp1.m1b.1115;Name=gasp1.m1b.1115
Sc0000008	maker	gene	745398	750123	.	+	.	ID=gasp1.m1b.1118;Name=gasp1.m1b.1118
Sc0000008	maker	gene	940012	942114	.	-	.	ID=gasp1.m1b.1129;Name=gasp1.m1b.1129
Sc0000008	maker	gene	938667	939760	.	-	.	ID=gasp1.m1b.1131;Name=gasp1.m1b.1131
Sc0000008	maker	gene	967756	969121	.	+	.	ID=gasp1.m1b.1136;Name=gasp1.m1b.1136
Sc0000008	maker	gene	1024646	1025014	.	-	.	ID=gasp1.m1b.1137;Name=gasp1.m1b.1137
Sc0000008	maker	gene	1400918	1411091	.	-	.	ID=gasp1.m1b.1153;Name=gasp1.m1b.1153
Sc0000009	maker	gene	23834	26988	.	+	.	ID=gasp1.m1b.1167;Name=gasp1.m1b.1167
Sc0000009	maker	gene	258403	262051	.	-	.	ID=gasp1.m1b.1182;Name=gasp1.m1b.1182
Sc0000009	maker	gene	316264	320341	.	-	.	ID=gasp1.m1b.1186;Name=gasp1.m1b.1186
Sc0000009	maker	gene	323153	327757	.	-	.	ID=gasp1.m1b.1187;Name=gasp1.m1b.1187
Sc0000009	maker	gene	305782	310115	.	-	.	ID=gasp1.m1b.1188;Name=gasp1.m1b.1188
Sc0000009	maker	gene	555099	555908	.	+	.	ID=gasp1.m1b.1195;Name=gasp1.m1b.1195
Sc0000009	maker	gene	579602	580243	.	-	.	ID=gasp1.m1b.1202;Name=gasp1.m1b.1202
Sc0000009	maker	gene	753770	756271	.	-	.	ID=gasp1.m1b.1215;Name=gasp1.m1b.1215
Sc0000009	maker	gene	1016451	1017713	.	+	.	ID=gasp1.m1b.1225;Name=gasp1.m1b.1225
Sc0000009	maker	gene	1052987	1054341	.	+	.	ID=gasp1.m1b.1230;Name=gasp1.m1b.1230
Sc0000009	maker	gene	1258374	1259259	.	+	.	ID=gasp1.m1b.1244;Name=gasp1.m1b.1244
Sc0000009	maker	gene	1404364	1413189	.	-	.	ID=gasp1.m1b.1255;Name=gasp1.m1b.1255
Sc0000009	maker	gene	1468321	1476077	.	-	.	ID=gasp1.m1b.1256;Name=gasp1.m1b.1256
Sc0000009	maker	gene	1609068	1609541	.	+	.	ID=gasp1.m1b.1265;Name=gasp1.m1b.1265
Sc0000010	maker	gene	384425	387935	.	-	.	ID=gasp1.m1b.1285;Name=gasp1.m1b.1285
Sc0000010	maker	gene	757347	765224	.	-	.	ID=gasp1.m1b.1306;Name=gasp1.m1b.1306
Sc0000010	maker	gene	789920	790720	.	-	.	ID=gasp1.m1b.1307;Name=gasp1.m1b.1307
Sc0000010	maker	gene	1178010	1191937	.	+	.	ID=gasp1.m1b.1330;Name=gasp1.m1b.1330
Sc0000010	maker	gene	1216155	1218945	.	-	.	ID=gasp1.m1b.1332;Name=gasp1.m1b.1332
Sc0000010	maker	gene	1384855	1385998	.	+	.	ID=gasp1.m1b.1339;Name=gasp1.m1b.1339
Sc0000010	maker	gene	1607302	1616865	.	+	.	ID=gasp1.m1b.1342;Name=gasp1.m1b.1342
Sc0000011	maker	gene	231180	233913	.	-	.	ID=gasp1.m1b.1363;Name=gasp1.m1b.1363
Sc0000011	maker	gene	259436	261608	.	+	.	ID=gasp1.m1b.1371;Name=gasp1.m1b.1371
Sc0000011	maker	gene	386794	389802	.	+	.	ID=gasp1.m1b.1378;Name=gasp1.m1b.1378
Sc0000011	maker	gene	601502	604027	.	-	.	ID=gasp1.m1b.1391;Name=gasp1.m1b.1391
Sc0000011	maker	gene	880674	882216	.	+	.	ID=gasp1.m1b.1405;Name=gasp1.m1b.1405
Sc0000011	maker	gene	915579	916385	.	-	.	ID=gasp1.m1b.1408;Name=gasp1.m1b.1408
Sc0000011	maker	gene	1210126	1218965	.	+	.	ID=gasp1.m1b.1416;Name=gasp1.m1b.1416
Sc0000011	maker	gene	1472768	1473781	.	+	.	ID=gasp1.m1b.1422;Name=gasp1.m1b.1422
Sc0000011	maker	gene	1495229	1496254	.	+	.	ID=gasp1.m1b.1430;Name=gasp1.m1b.1430
Sc0000011	maker	gene	1624528	1625433	.	+	.	ID=gasp1.m1b.1435;Name=gasp1.m1b.1435
Sc0000011	maker	gene	1667772	1668677	.	+	.	ID=gasp1.m1b.1436;Name=gasp1.m1b.1436
Sc0000011	maker	gene	1750927	1751865	.	+	.	ID=gasp1.m1b.1439;Name=gasp1.m1b.1439
Sc0000011	maker	gene	1621347	1623190	.	-	.	ID=gasp1.m1b.1445;Name=gasp1.m1b.1445
Sc0000011	maker	gene	1713879	1715439	.	-	.	ID=gasp1.m1b.1446;Name=gasp1.m1b.1446
Sc0000012	maker	gene	8207	10750	.	-	.	ID=gasp1.m1b.1449;Name=gasp1.m1b.1449
Sc0000012	maker	gene	444436	445652	.	+	.	ID=gasp1.m1b.1465;Name=gasp1.m1b.1465
Sc0000012	maker	gene	405973	406227	.	-	.	ID=gasp1.m1b.1468;Name=gasp1.m1b.1468
Sc0000012	maker	gene	544375	549676	.	-	.	ID=gasp1.m1b.1474;Name=gasp1.m1b.1474
Sc0000012	maker	gene	560285	563548	.	-	.	ID=gasp1.m1b.1475;Name=gasp1.m1b.1475
Sc0000012	maker	gene	542845	544297	.	-	.	ID=gasp1.m1b.1476;Name=gasp1.m1b.1476
Sc0000012	maker	gene	722217	722543	.	+	.	ID=gasp1.m1b.1479;Name=gasp1.m1b.1479
Sc0000012	maker	gene	736748	749688	.	+	.	ID=gasp1.m1b.1480;Name=gasp1.m1b.1480
Sc0000012	maker	gene	820470	821348	.	+	.	ID=gasp1.m1b.1484;Name=gasp1.m1b.1484
Sc0000012	maker	gene	877111	878170	.	-	.	ID=gasp1.m1b.1493;Name=gasp1.m1b.1493
Sc0000012	maker	gene	983506	988769	.	-	.	ID=gasp1.m1b.1500;Name=gasp1.m1b.1500
Sc0000012	maker	gene	1202362	1215008	.	+	.	ID=gasp1.m1b.1510;Name=gasp1.m1b.1510
Sc0000013	maker	gene	16537	21144	.	+	.	ID=gasp1.m1b.1540;Name=gasp1.m1b.1540
Sc0000013	maker	gene	21202	21513	.	+	.	ID=gasp1.m1b.1541;Name=gasp1.m1b.1541
Sc0000013	maker	gene	280617	280970	.	+	.	ID=gasp1.m1b.1550;Name=gasp1.m1b.1550
Sc0000013	maker	gene	191030	191578	.	-	.	ID=gasp1.m1b.1552;Name=gasp1.m1b.1552
Sc0000013	maker	gene	315511	315855	.	-	.	ID=gasp1.m1b.1563;Name=gasp1.m1b.1563
Sc0000013	maker	gene	521076	527807	.	-	.	ID=gasp1.m1b.1575;Name=gasp1.m1b.1575
Sc0000013	maker	gene	978907	982674	.	+	.	ID=gasp1.m1b.1598;Name=gasp1.m1b.1598
Sc0000013	maker	gene	1025525	1033425	.	+	.	ID=gasp1.m1b.1599;Name=gasp1.m1b.1599
Sc0000013	maker	gene	991991	993528	.	-	.	ID=gasp1.m1b.1600;Name=gasp1.m1b.1600
Sc0000013	maker	gene	1362758	1366081	.	-	.	ID=gasp1.m1b.1615;Name=gasp1.m1b.1615
Sc0000013	maker	gene	1408458	1409302	.	+	.	ID=gasp1.m1b.1618;Name=gasp1.m1b.1618
Sc0000014	maker	gene	271044	273303	.	-	.	ID=gasp1.m1b.1640;Name=gasp1.m1b.1640
Sc0000014	maker	gene	308483	310771	.	-	.	ID=gasp1.m1b.1643;Name=gasp1.m1b.1643
Sc0000014	maker	gene	503790	504887	.	+	.	ID=gasp1.m1b.1653;Name=gasp1.m1b.1653
Sc0000014	maker	gene	507253	507704	.	+	.	ID=gasp1.m1b.1658;Name=gasp1.m1b.1658
Sc0000014	maker	gene	815607	816585	.	+	.	ID=gasp1.m1b.1673;Name=gasp1.m1b.1673
Sc0000014	maker	gene	891314	894030	.	+	.	ID=gasp1.m1b.1677;Name=gasp1.m1b.1677
Sc0000014	maker	gene	996151	997358	.	+	.	ID=gasp1.m1b.1681;Name=gasp1.m1b.1681
Sc0000014	maker	gene	1554854	1556440	.	+	.	ID=gasp1.m1b.1709;Name=gasp1.m1b.1709
Sc0000014	maker	gene	1558971	1559595	.	-	.	ID=gasp1.m1b.1718;Name=gasp1.m1b.1718
Sc0000015	maker	gene	423557	424921	.	-	.	ID=gasp1.m1b.1747;Name=gasp1.m1b.1747
Sc0000015	maker	gene	525473	526923	.	-	.	ID=gasp1.m1b.1751;Name=gasp1.m1b.1751
Sc0000015	maker	gene	845939	848660	.	-	.	ID=gasp1.m1b.1764;Name=gasp1.m1b.1764
Sc0000015	maker	gene	1042479	1046325	.	+	.	ID=gasp1.m1b.1770;Name=gasp1.m1b.1770
Sc0000015	maker	gene	1035813	1039460	.	+	.	ID=gasp1.m1b.1772;Name=gasp1.m1b.1772
Sc0000015	maker	gene	1372013	1375702	.	+	.	ID=gasp1.m1b.1791;Name=gasp1.m1b.1791
Sc0000015	maker	gene	1346333	1346929	.	-	.	ID=gasp1.m1b.1794;Name=gasp1.m1b.1794
Sc0000015	maker	gene	1359641	1363540	.	-	.	ID=gasp1.m1b.1798;Name=gasp1.m1b.1798
Sc0000015	maker	gene	1429599	1430102	.	-	.	ID=gasp1.m1b.1805;Name=gasp1.m1b.1805
Sc0000015	maker	gene	1507706	1509072	.	-	.	ID=gasp1.m1b.1811;Name=gasp1.m1b.1811
Sc0000015	maker	gene	1548273	1553655	.	-	.	ID=gasp1.m1b.1812;Name=gasp1.m1b.1812
Sc0000015	maker	gene	1574227	1574686	.	-	.	ID=gasp1.m1b.1819;Name=gasp1.m1b.1819
Sc0000016	maker	gene	43392	43931	.	-	.	ID=gasp1.m1b.1823;Name=gasp1.m1b.1823
Sc0000016	maker	gene	270617	270892	.	+	.	ID=gasp1.m1b.1835;Name=gasp1.m1b.1835
Sc0000016	maker	gene	170873	188470	.	-	.	ID=gasp1.m1b.1838;Name=gasp1.m1b.1838
Sc0000016	maker	gene	476260	476559	.	-	.	ID=gasp1.m1b.1845;Name=gasp1.m1b.1845
Sc0000016	maker	gene	478790	480811	.	-	.	ID=gasp1.m1b.1854;Name=gasp1.m1b.1854
Sc0000016	maker	gene	618392	619426	.	-	.	ID=gasp1.m1b.1865;Name=gasp1.m1b.1865
Sc0000016	maker	gene	619800	620564	.	-	.	ID=gasp1.m1b.1866;Name=gasp1.m1b.1866
Sc0000016	maker	gene	617705	618280	.	-	.	ID=gasp1.m1b.1867;Name=gasp1.m1b.1867
Sc0000016	maker	gene	728891	731443	.	+	.	ID=gasp1.m1b.1871;Name=gasp1.m1b.1871
Sc0000016	maker	gene	718411	721028	.	-	.	ID=gasp1.m1b.1875;Name=gasp1.m1b.1875
Sc0000016	maker	gene	968044	969102	.	+	.	ID=gasp1.m1b.1881;Name=gasp1.m1b.1881
Sc0000016	maker	gene	860027	861414	.	-	.	ID=gasp1.m1b.1888;Name=gasp1.m1b.1888
Sc0000016	maker	gene	928291	928636	.	+	.	ID=gasp1.m1b.1891;Name=gasp1.m1b.1891
Sc0000016	maker	gene	1009969	1010475	.	+	.	ID=gasp1.m1b.1892;Name=gasp1.m1b.1892
Sc0000016	maker	gene	1007375	1007881	.	-	.	ID=gasp1.m1b.1897;Name=gasp1.m1b.1897
